SKU	ManufacturerPartNum	OnMarket
001BCF4230P11400X300	BCF-4230-P11-400X300	0
001BCF4230R33230X160	BCF-4230-R33-230X160	1
001BCF4230R55230X160	BCF-4230-R55-230X160	1
001BCF4230R55400X300	BCF-4230-R55-400X300	0
001BCF4501B41230X160	BCF-4501-B41-230X160	1
001BCF4501B41280X190	BCF-4501-B41-280x190	0
001BCF4501B41330X240	BCF-4501-B41-330X240	1
001BCF4501B41400X300	BCF-4501-B41-400X300	0
001BCF4580B11230X160	BCF-4580-B11-230X160	1
001BCF4580B11280X190	BCF-4580-B11-280X190	1
001BCF4580B11330X240	BCF-4580-B11-330X240	1
001BCF4600B51230X160	BCF-4600-B51-230X160	1
001BCF4600B51280X190	BCF-4600-B51-280x190	1
001BCF4600B51330X240	BCF-4600-B51-330X240	1
001BCF5181B11230X160	BCF-5181-B11-230X160	1
001BCF5631B55230X160	BCF-5631-B55-230X160	1
001BCF5631B55280X190	BCF-5631-B55-280X190	1
001BCF5631B55330X240	BCF-5631-B55-330X240	0
001BCF5660R55230X160	BCF-5660-R55-230X160	1
001BCF5910B11230X160	BCF-5910-B11-230X160	1
001BCF6151B55230X160	BCF-6151-B55-230X160	1
001BCF6151B55280X190	BCF-6151-B55-280X190	0
001BCF6151B55330X240	BCF-6151-B55-330x240	0
001BCF6340R55230X160	BCF-6340-R55-230X160	1
001BCF6340R55280X190	BCF-6340-R55-280X190	0
001BCF6340R55330X240	BCF-6340-R55-330X240	0
001BCF6400B55230X160	BCF-6400-B55-230X160	1
001BCF6400B55280X190	BCF-6400-B55-280X190	0
001BCF6400B55330X240	BCF-6400-B55-330X240	0
001BCF6400P11230X160	BCF-6400-P11-230X160	0
001BCF6400P11280X190	BCF-6400-P11-280X190	0
001BCF6400P11330X240	BCF-6400-P11-330X240	0
001BCF6400P11400X300	BCF-6400-P11-400X300	0
001BCF6400R33230X160	BCF-6400-R33-230X160	1
001BCF6400R33280X190	BCF-6400-R33-280X190	1
001BCF6400R33330X240	BCF-6400-R33-330X240	0
001BCF6400R33400X300	BCF-6400-R33-400X300	0
001BCF6400R55230X160	BCF-6400-R55-230X160	1
001BCF6400R55280X190	BCF-6400-R55-280X190	1
001BCF6400R55330X240	BCF-6400-R55-330X240	0
001BCF6400R55400X300	BCF-6400-R55-400X300	0
001BCF6400X11230X160	BCF-6400-X11-230X160	1
001BCF6400X11280X190	BCF-6400-X11-280X190	0
001BCF6400X11330X240	BCF-6400-X11-330X240	1
001BCF6410B51230X160	BCF-6410-B51-230X160	1
001BCF6410B51280X190	BCF-6410-B51-280x190	1
001BCF6410B51330X240	BCF-6410-B51-330X240	1
001BCF6410R51230X160	BCF-6410-R51-230X160	1
001BCF6410R51280X190	BCF-6410-R51-280x190	1
001BCF6410R51330X240	BCF-6410-R51-330x240	1
001BCF6580B55280X190	BCF-6580-B55-280x190	1
001BCF6580B55330X240	BCF-6580-B55-330X240	1
001BCF6591S22230X160	BCF-6591-S22-230X160	1
001BCF6591S22280X190	BCF-6591-S22-280x190	1
001BCF6591S22330X240	BCF-6591-S22-330X240	1
001BCF6592S22230X160	BCF-6592-S22-230X160	1
001BCF6592S22280X190	BCF-6592-S22-280x190	1
001BCF6592S22330X240	BCF-6592-S22-330X240	1
001BCF6592S33230X160	BCF-6592-S33-230X160	0
001BCF6592S33280X190	BCF-6592-S33-280x190	1
001BCF6592S33330X240	BCF-6592-S33-330X240	1
001BCF7193H11230X160	BCF-7193-H11-230X160	1
001BCF7193S22230X160	BCF-7193-S22-230X160	1
001BCF7193S22280X190	BCF-7193-S22-280x190	1
001BCF7193S22330X240	BCF-7193-S22-330X240	0
001BCF7290B53230X160	BCF-7290-B53-230X160	1
001BCF7290B53280X190	BCF-7290-B53-280x190	1
001BCF7290B53330X240	BCF-7290-B53-330X240	0
001BCF7480P11230X160	BCF-7480-P11-230X160	0
001BCF7480R55230X160	BCF-7480-R55-230X160	1
001BCF7520B11230X160	BCF-7520-B11-230X160	1
001BCF7520B11280X190	BCF-7520-B11-280x190	1
001BCF7520B11330X240	BCF-7520-B11-330X240	0
001BCF7520P11230X160	BCF-7520-P11-230X160	0
001BCF7520P11280X190	BCF-7520-P11-280x190	0
001BCF7520P11330X240	BCF-7520-P11-330x240	0
001BCF7520R55230X160	BCF-7520-R55-230X160	1
001BCF7520R55280X190	BCF-7520-R55-280x190	0
001BCF7520R55330X240	BCF-7520-R55-330X240	0
001BCF7520X11230X160	BCF-7520-X11-230X160	1
001BCF7520X11280X190	BCF-7520-X11-280X190	1
001BCF7520X11330X240	BCF-7520-X11-330X240	1
001BCF7680B55230X160	BCF-7680-B55-230X160	1
001BCF7680R55230X160	BCF-7680-R55-230X160	1
001BCF7720P11230X160	BCF-7720-P11-230X160	0
001BCF7720R55230X160	BCF-7720-R55-230X160	1
001BCF7791S11230X160	BCF-7791-S11-230X160	1
001BCF7791S44230X160	BCF-7791-S44-230X160	1
001BCF7791U55230X160	BCF-7791-U55-230X160	1
001BCF7812S33230X160	BCF-7812-S33-230X160	0
001BCF7812S33280X190	BCF-7812-S33-280X190	1
001BCF7812S33330X240	BCF-7812-S33-330X240	0
001BCF8170R11230X160	BCF-8170-R11-230X160	1
001BCF8170R11280X190	BCF-8170-R11-280X190	1
001BCF8170R11330X240	BCF-8170-R11-330X240	1
001BCF8170S42230X160	BCF-8170-S42-230X160	1
001BCF8170S42280X190	BCF-8170-S42-280x190	1
001BCF8170S42330X240	BCF-8170-S42-330X240	0
001BCF8940S22230X160	BCF-8940-S22-230X160	0
001BCF8940S22280X190	BCF-8940-S22-280X190	1
001BCF8940S22330X240	BCF-8940-S22-330X240	1
001BCF9030S22230X160	BCF-9030-S22-230X160	1
001BCF9030S22280X190	BCF-9030-S22-280X190	1
001BCF9030S22330X240	BCF-9030-S22-330X240	1
001BCF9080R11230X160	BCF-9080-R11-230X160	1
001BCF9090R11230X160	BCF-9090-R11-230X160	1
001BCF9090R11280X190	BCF-9090-R11-280X190	1
001BCF9090R11330X240	BCF-9090-R11-330X240	0
001BCF9120S25230X160	BCF-9120-S25-230X160	0
001BCF9120S25280X190	BCF-9120-S25-280X190	1
001BCF9120S25330X240	BCF-9120-S25-330X240	0
001BCF9870B44230X160	BCF-9870-B44-230X160	0
001BCF9870B44280X190	BCF-9870-B44-280X190	0
001BCF9870B44330X240	BCF-9870-B44-330X240	0
001BCF9870R55230X160	BCF-9870-R55-230X160	1
001BCF9870S22230X160	BCF-9870-S22-230X160	1
001BCF9870S22280X190	BCF-9870-S22-280X190	0
001BCF9870S22330X240	BCF-9870-S22-330X240	0
001BCF9870S33230X160	BCF-9870-S33-230X160	1
001BCF9870S33280X190	BCF-9870-S33-280X190	0
001BCF9870S33330X240	BCF-9870-S33-330X240	1
001BCFUS54300230X160	BC-FUS-54300-230X160	0
001BCFUS54307230X160	BC-FUS-54307-230X160	0
001BCFUS54400230X160	BC-FUS-54400-230X160	0
001BCFUS54401230X160	BC-FUS-54401-230X160	0
001BCFUS54407230X160	BC-FUS-54407-230X160	0
001BCFUS54705230X160	BC-FUS-54705-230X160	0
001BCFUS54708230X160	BC-FUS-54708-230X160	0
001BCFUS54715230X160	BC-FUS-54715-230X160	0
001BCFUS55201230X160	BC-FUS-55201-230X160	0
001BCFUS55203230X160	BC-FUS-55203-230X160	0
001BCFUS55205230X160	BC-FUS-55205-230X160	0
001BCFUS55301230X160	BC-FUS-55301-230X160	0
001BCFUS55305230X160	BC-FUS-55305-230X160	0
001BCFUS55307230X160	BC-FUS-55307-230X160	0
001BCFUS55600230X160	BC-FUS-55600-230X160	0
001BCFUS55605230X160	BC-FUS-55605-230X160	0
001BCFUS55607230X160	BC-FUS-55607-230X160	0
001BCKOD32407240X170	BC-KOD-32407-240X170	0
001BCKOD32505240X170	BC-KOD-32505-240X170	0
001BCKOD32601240X170	BC-KOD-32601-240X170	0
001BCKOD33000240X170	BC-KOD-33000-240X170	0
001BCKOD33005240X170	BC-KOD-33005-240X170	0
001BCKOD34207240X170	BC-KOD-34207-240X170	0
001BCKOD34208240X170	BC-KOD-34208-240X170	1
001BCKOD94001240X170	BC-KOD-94001-240X170	0
001BCKOD99705240X170	BC-KOD-99705-240X170	0
001BCXIA41001180X135	BC-XIA-41001-180X135	0
001BCXIA41203180X120	BC-XIA-41203-180X120	0
001BCXIA41207180X120	BC-XIA-41207-180X120	0
001BCXIA41400180X135	BC-XIA-41400-180X135	0
001BCXIA41417180X135	BC-XIA-41417-180X135	0
001BCXIA72501240X170	BC-XIA-72501-240X170	0
001BCXIA72505240X170	BC-XIA-72505-240X170	0
001BCXIA73900240X170	BC-XIA-73900-240X170	0
001BCXIA73904240X170	BC-XIA-73904-240X170	0
001BCXIA75903240X170	BC-XIA-75903-240X170	0
001BCXIA75905240X170	BC-XIA-75905-240X170	0
001BCXIA76001240X170	BC-XIA-76001-240X170	0
001BCXIA76800240X170	BC-XIA-76800-240X170	0
001BCXIA76801240X170	BC-XIA-76801-240X170	0
001BCXIA76805240X170	BC-XIA-76805-240X170	0
001BYB150BEI230X160	BYB-150-BEI-230X160	1
001BYB150BEI290X200	BYB-150-BEI-290X200	1
001BYB150BEI330X240	BYB-150-BEI-330X240	1
001BYB151BRO230X160	BYB-151-BRO-230X160	1
001BYB151BRO290X200	BYB-151-BRO-290X200	1
001BYB151BRO330X240	BYB-151-BRO-330X240	1
001BYB151GOL230X160	BYB-151-GOL-230X160	1
001BYB151GOL290X200	BYB-151-GOL-290X200	1
